,Status of existing checking account,Duration in month,Credit history,Purpose,Credit amount,Savings account/bonds,Present employment since,Installment rate in percentage of disposable income,Other debtors / guarantors,Present residence since,Property,Age,Other installment plans,Housing,Number of existing credits at this bank,Job,Number of people being liable to provide maintenance for,Telepthone,Foreign worker,Sex,Personal status,target,numeric_target,cat_target,score,descrete_score
135,no checking account,12,critical account/  other credits existing (not at this bank),radio/television,1240,unknown/ no savings account,.. >= 7 years,4,none,2,real estate,38,none,own,2,skilled employee / official,1,"yes, registered under the customers name",no,female,divorced/separated/married,0,1299,0,0.00199381323817871,1
139,>= 200 DM,12,existing credits paid back duly till now,radio/television,1881,... <  100 DM,1  <= ... < 4 years,2,none,2,"car or other, not in attribute 6",44,none,rent,1,unskilled - resident,1,"yes, registered under the customers name",no,female,divorced/separated/married,0,1943,0,0.049411970488041024,1
141,0 <= ... < 200 DM,36,existing credits paid back duly till now,radio/television,4795,... <  100 DM,... < 1 year,4,none,1,unknown / no property,30,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",no,female,divorced/separated/married,0,4868,1,0.9765148479647126,1
144,no checking account,21,critical account/  other credits existing (not at this bank),furniture/equipment,2288,... <  100 DM,... < 1 year,4,none,4,building society savings agreement/ life insurance,23,none,own,1,skilled employee / official,1,"yes, registered under the customers name",no,female,divorced/separated/married,1,2343,0,-0.0024079332292452627,0
146,... < 0 DM,6,critical account/  other credits existing (not at this bank),car (new),860,... <  100 DM,.. >= 7 years,1,none,4,unknown / no property,39,none,own,2,skilled employee / official,1,"yes, registered under the customers name",no,female,divorced/separated/married,1,914,0,-0.004308645028939018,0
147,no checking account,12,critical account/  other credits existing (not at this bank),car (new),682,100 <= ... <  500 DM,4  <= ... < 7 years,4,none,3,"car or other, not in attribute 6",51,none,own,2,skilled employee / official,1,"yes, registered under the customers name",no,female,divorced/separated/married,0,755,0,-0.00010462204764727367,0
153,0 <= ... < 200 DM,24,critical account/  other credits existing (not at this bank),car (used),7758,.. >= 1000 DM,.. >= 7 years,2,none,4,unknown / no property,29,none,rent,1,skilled employee / official,1,none,no,female,divorced/separated/married,1,7820,1,0.997004703920494,1
155,... < 0 DM,12,existing credits paid back duly till now,furniture/equipment,1282,... <  100 DM,1  <= ... < 4 years,2,none,4,"car or other, not in attribute 6",20,none,rent,1,skilled employee / official,1,none,no,female,divorced/separated/married,0,1322,0,0.0066381820804950475,1
161,no checking account,18,critical account/  other credits existing (not at this bank),car (new),1055,... <  100 DM,... < 1 year,4,none,1,building society savings agreement/ life insurance,30,none,own,2,skilled employee / official,1,none,no,female,divorced/separated/married,0,1111,0,0.011791601778574856,1
166,... < 0 DM,18,existing credits paid back duly till now,furniture/equipment,1131,... <  100 DM,unemployed,4,none,2,"car or other, not in attribute 6",33,none,own,1,skilled employee / official,1,none,no,female,divorced/separated/married,0,1190,0,-0.0005926803898028687,0
167,0 <= ... < 200 DM,11,existing credits paid back duly till now,furniture/equipment,1577,.. >= 1000 DM,... < 1 year,4,none,1,real estate,20,none,own,1,skilled employee / official,1,none,no,female,divorced/separated/married,0,1615,0,0.01716599614040404,1
168,no checking account,24,existing credits paid back duly till now,furniture/equipment,3972,... <  100 DM,4  <= ... < 7 years,2,none,4,building society savings agreement/ life insurance,25,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",no,female,divorced/separated/married,1,4030,1,1.0097618385664977,1
171,no checking account,12,existing credits paid back duly till now,furniture/equipment,763,... <  100 DM,1  <= ... < 4 years,4,none,1,real estate,26,none,own,1,skilled employee / official,1,"yes, registered under the customers name",no,female,divorced/separated/married,1,809,0,-0.003603477927735188,0
172,0 <= ... < 200 DM,24,delay in paying off in the past,furniture/equipment,2064,... <  100 DM,unemployed,3,none,2,building society savings agreement/ life insurance,34,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",no,female,divorced/separated/married,1,2130,0,-0.0018107371107209946,0
175,no checking account,30,all credits at this bank paid back duly,car (used),7485,unknown/ no savings account,unemployed,4,none,1,real estate,53,bank,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",no,female,divorced/separated/married,1,7576,1,1.0023417955037155,1
186,0 <= ... < 200 DM,9,all credits at this bank paid back duly,car (used),5129,... <  100 DM,.. >= 7 years,2,none,4,unknown / no property,74,bank,for free,1,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",no,female,divorced/separated/married,0,5221,1,1.0160576474086143,1
189,0 <= ... < 200 DM,18,no credits taken/ all credits paid back duly,furniture/equipment,3244,... <  100 DM,1  <= ... < 4 years,1,none,4,"car or other, not in attribute 6",33,bank,own,2,skilled employee / official,1,"yes, registered under the customers name",no,female,divorced/separated/married,1,3304,1,1.0148063841289743,1
195,0 <= ... < 200 DM,9,critical account/  other credits existing (not at this bank),education,1501,... <  100 DM,.. >= 7 years,2,none,3,"car or other, not in attribute 6",34,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",no,female,divorced/separated/married,1,1553,0,0.0058029189666714,1
196,no checking account,6,critical account/  other credits existing (not at this bank),radio/television,1382,... <  100 DM,1  <= ... < 4 years,1,none,1,"car or other, not in attribute 6",28,none,own,2,skilled employee / official,1,"yes, registered under the customers name",no,female,divorced/separated/married,0,1421,0,-0.0033010681193271774,0
197,0 <= ... < 200 DM,12,existing credits paid back duly till now,furniture/equipment,951,100 <= ... <  500 DM,... < 1 year,4,none,4,"car or other, not in attribute 6",27,bank,rent,4,skilled employee / official,1,none,no,female,divorced/separated/married,0,1003,0,0.03329655123518216,1
211,no checking account,36,existing credits paid back duly till now,radio/television,3835,unknown/ no savings account,.. >= 7 years,2,none,4,real estate,45,none,own,1,unskilled - resident,1,"yes, registered under the customers name",no,female,divorced/separated/married,0,3924,1,1.0272398909063045,1
215,0 <= ... < 200 DM,6,critical account/  other credits existing (not at this bank),retraining,932,unknown/ no savings account,4  <= ... < 7 years,1,none,3,building society savings agreement/ life insurance,39,none,own,2,unskilled - resident,1,none,no,female,divorced/separated/married,0,984,0,-0.004364282516089557,0
219,no checking account,10,existing credits paid back duly till now,car (new),1364,... <  100 DM,1  <= ... < 4 years,2,none,4,"car or other, not in attribute 6",64,none,own,1,skilled employee / official,1,"yes, registered under the customers name",no,female,divorced/separated/married,0,1446,0,0.05155287726475488,1
221,... < 0 DM,12,existing credits paid back duly till now,education,1200,unknown/ no savings account,1  <= ... < 4 years,4,none,4,building society savings agreement/ life insurance,23,bank,rent,1,skilled employee / official,1,"yes, registered under the customers name",no,female,divorced/separated/married,1,1246,0,0.0054382186760202345,1
238,no checking account,12,critical account/  other credits existing (not at this bank),radio/television,1291,... <  100 DM,1  <= ... < 4 years,4,none,2,building society savings agreement/ life insurance,35,none,own,2,skilled employee / official,1,none,no,female,divorced/separated/married,0,1347,0,0.00037738575042500777,1
240,... < 0 DM,24,existing credits paid back duly till now,car (new),915,unknown/ no savings account,.. >= 7 years,4,none,2,"car or other, not in attribute 6",29,bank,own,1,skilled employee / official,1,none,no,female,divorced/separated/married,1,977,0,-0.001783722572898494,0
243,no checking account,12,critical account/  other credits existing (not at this bank),business,1185,... <  100 DM,1  <= ... < 4 years,3,none,2,real estate,27,none,own,2,skilled employee / official,1,none,no,female,divorced/separated/married,0,1232,0,-0.0012994485073455353,0
244,no checking account,12,all credits at this bank paid back duly,retraining,3447,500 <= ... < 1000 DM,1  <= ... < 4 years,4,none,3,real estate,35,none,own,1,unskilled - resident,2,none,no,female,divorced/separated/married,0,3504,1,1.001714365601563,1
249,no checking account,18,existing credits paid back duly till now,radio/television,433,... <  100 DM,unemployed,3,co-applicant,4,real estate,22,none,rent,1,skilled employee / official,1,none,no,female,divorced/separated/married,0,482,0,0.006620106720106822,1
250,... < 0 DM,6,critical account/  other credits existing (not at this bank),car (new),666,.. >= 1000 DM,4  <= ... < 7 years,3,none,4,real estate,39,none,own,2,unskilled - resident,1,"yes, registered under the customers name",no,female,divorced/separated/married,0,721,0,0.0008667251838222478,1
251,>= 200 DM,12,existing credits paid back duly till now,furniture/equipment,2251,... <  100 DM,1  <= ... < 4 years,1,none,2,"car or other, not in attribute 6",46,none,own,1,unskilled - resident,1,none,no,female,divorced/separated/married,1,2315,0,0.0654468623157588,1
252,0 <= ... < 200 DM,30,existing credits paid back duly till now,car (new),2150,... <  100 DM,1  <= ... < 4 years,4,guarantor,2,unknown / no property,24,bank,own,1,skilled employee / official,1,none,no,female,divorced/separated/married,1,2213,0,-0.018459280512988507,0
258,no checking account,15,existing credits paid back duly till now,car (used),3812,100 <= ... <  500 DM,... < 1 year,1,none,4,"car or other, not in attribute 6",23,none,own,1,skilled employee / official,1,"yes, registered under the customers name",no,female,divorced/separated/married,0,3857,1,0.988546986646866,1
259,no checking account,11,critical account/  other credits existing (not at this bank),radio/television,1154,100 <= ... <  500 DM,unemployed,4,none,4,real estate,57,none,own,3,unskilled - resident,1,none,no,female,divorced/separated/married,0,1234,0,0.028295964388334593,1
261,... < 0 DM,24,existing credits paid back duly till now,radio/television,1603,... <  100 DM,.. >= 7 years,4,none,4,"car or other, not in attribute 6",55,none,own,1,skilled employee / official,1,none,no,female,divorced/separated/married,0,1692,0,0.04295875680683103,1
263,no checking account,12,critical account/  other credits existing (not at this bank),education,2748,... <  100 DM,.. >= 7 years,2,none,4,unknown / no property,57,bank,for free,3,unskilled - resident,1,none,no,female,divorced/separated/married,0,2827,1,0.9817132521206557,1
267,no checking account,24,existing credits paid back duly till now,radio/television,1533,... <  100 DM,... < 1 year,4,none,3,"car or other, not in attribute 6",38,stores,own,1,skilled employee / official,1,"yes, registered under the customers name",no,female,divorced/separated/married,0,1604,0,0.0050482180651539865,1
271,no checking account,12,critical account/  other credits existing (not at this bank),furniture/equipment,1402,500 <= ... < 1000 DM,4  <= ... < 7 years,3,none,4,"car or other, not in attribute 6",37,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",no,female,divorced/separated/married,1,1461,0,-0.0036454993288840276,0
276,no checking account,18,critical account/  other credits existing (not at this bank),radio/television,2404,... <  100 DM,1  <= ... < 4 years,2,none,2,"car or other, not in attribute 6",26,none,own,2,skilled employee / official,1,none,no,female,divorced/separated/married,0,2455,0,0.04257909622489797,1
278,no checking account,6,existing credits paid back duly till now,furniture/equipment,4611,... <  100 DM,... < 1 year,1,none,4,building society savings agreement/ life insurance,32,none,own,1,skilled employee / official,1,none,no,female,divorced/separated/married,1,4657,1,1.0005176852437172,1
285,... < 0 DM,47,existing credits paid back duly till now,car (new),10722,... <  100 DM,... < 1 year,1,none,1,real estate,35,none,own,1,unskilled - resident,1,"yes, registered under the customers name",no,female,divorced/separated/married,0,10808,1,0.9825594353019611,1
288,0 <= ... < 200 DM,12,existing credits paid back duly till now,radio/television,1092,... <  100 DM,1  <= ... < 4 years,4,guarantor,4,real estate,49,none,own,2,skilled employee / official,1,"yes, registered under the customers name",no,female,divorced/separated/married,1,1165,0,-0.0005081514989242475,0
292,... < 0 DM,24,critical account/  other credits existing (not at this bank),car (used),6419,... <  100 DM,.. >= 7 years,2,none,4,unknown / no property,44,none,for free,2,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",no,female,divorced/separated/married,0,6497,1,1.0271048873082327,1
295,0 <= ... < 200 DM,48,existing credits paid back duly till now,furniture/equipment,9960,... <  100 DM,... < 1 year,1,none,2,"car or other, not in attribute 6",26,none,own,1,skilled employee / official,1,"yes, registered under the customers name",no,female,divorced/separated/married,0,10039,1,1.0128969516508115,1
296,no checking account,12,existing credits paid back duly till now,car (used),4675,unknown/ no savings account,... < 1 year,1,none,4,"car or other, not in attribute 6",20,none,rent,1,skilled employee / official,1,none,no,female,divorced/separated/married,0,4714,1,0.9806460849286647,1
300,no checking account,6,existing credits paid back duly till now,car (new),672,... <  100 DM,unemployed,1,none,4,real estate,54,none,own,1,unemployed/ unskilled  - non-resident,1,"yes, registered under the customers name",no,female,divorced/separated/married,1,740,0,0.013275843396634124,1
301,0 <= ... < 200 DM,36,no credits taken/ all credits paid back duly,radio/television,3804,... <  100 DM,1  <= ... < 4 years,4,none,1,"car or other, not in attribute 6",42,none,own,1,skilled employee / official,1,"yes, registered under the customers name",no,female,divorced/separated/married,0,3889,1,0.9721534566985381,1
306,no checking account,30,existing credits paid back duly till now,car (used),4811,unknown/ no savings account,4  <= ... < 7 years,2,none,4,building society savings agreement/ life insurance,24,stores,rent,1,unskilled - resident,1,none,no,female,divorced/separated/married,0,4873,1,1.0060679202419638,1
308,0 <= ... < 200 DM,8,existing credits paid back duly till now,furniture/equipment,1237,... <  100 DM,1  <= ... < 4 years,3,none,4,real estate,24,none,own,1,skilled employee / official,1,none,no,female,divorced/separated/married,1,1279,0,0.002142515529971689,1
312,>= 200 DM,24,existing credits paid back duly till now,furniture/equipment,3749,... <  100 DM,... < 1 year,2,none,4,"car or other, not in attribute 6",26,none,own,1,skilled employee / official,1,none,no,female,divorced/separated/married,1,3808,1,1.0006413114887747,1
317,0 <= ... < 200 DM,24,existing credits paid back duly till now,furniture/equipment,4351,unknown/ no savings account,1  <= ... < 4 years,1,none,4,building society savings agreement/ life insurance,48,none,own,1,unskilled - resident,1,"yes, registered under the customers name",no,female,divorced/separated/married,0,4430,1,1.0144764161196123,1
319,... < 0 DM,15,delay in paying off in the past,furniture/equipment,3643,... <  100 DM,.. >= 7 years,1,none,4,building society savings agreement/ life insurance,27,none,own,2,unskilled - resident,1,none,no,female,divorced/separated/married,0,3693,1,0.9868962020646193,1
324,no checking account,18,critical account/  other credits existing (not at this bank),car (new),1028,... <  100 DM,1  <= ... < 4 years,4,none,3,real estate,36,none,own,2,skilled employee / official,1,none,no,female,divorced/separated/married,0,1092,0,0.0005421551594914087,1
327,no checking account,24,existing credits paid back duly till now,car (new),1525,.. >= 1000 DM,4  <= ... < 7 years,4,none,3,"car or other, not in attribute 6",34,none,own,1,skilled employee / official,2,"yes, registered under the customers name",no,female,divorced/separated/married,0,1593,0,-0.002083043423096287,0
331,no checking account,18,critical account/  other credits existing (not at this bank),education,1864,100 <= ... <  500 DM,1  <= ... < 4 years,4,none,2,real estate,30,none,own,2,skilled employee / official,1,none,no,female,divorced/separated/married,0,1921,0,-0.002105413827550362,0
332,0 <= ... < 200 DM,60,existing credits paid back duly till now,car (new),7408,100 <= ... <  500 DM,... < 1 year,4,none,2,building society savings agreement/ life insurance,24,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,no,female,divorced/separated/married,1,7501,1,1.0003238838338506,1
333,no checking account,48,critical account/  other credits existing (not at this bank),car (used),11590,100 <= ... <  500 DM,1  <= ... < 4 years,2,none,4,"car or other, not in attribute 6",24,bank,rent,2,unskilled - resident,1,none,no,female,divorced/separated/married,1,11672,1,1.0024571141667098,1
336,0 <= ... < 200 DM,13,existing credits paid back duly till now,radio/television,2101,... <  100 DM,... < 1 year,2,guarantor,4,building society savings agreement/ life insurance,23,none,own,1,unskilled - resident,1,none,no,female,divorced/separated/married,0,2145,0,0.00458462108599389,1
337,... < 0 DM,15,existing credits paid back duly till now,domestic appliances,1275,unknown/ no savings account,1  <= ... < 4 years,4,none,2,"car or other, not in attribute 6",24,none,rent,1,skilled employee / official,1,none,no,female,divorced/separated/married,0,1322,0,-0.012084901006525484,0
340,0 <= ... < 200 DM,24,critical account/  other credits existing (not at this bank),education,5743,... <  100 DM,... < 1 year,2,none,4,unknown / no property,24,none,for free,2,skilled employee / official,1,"yes, registered under the customers name",no,female,divorced/separated/married,1,5801,1,1.0067481778989105,1
341,... < 0 DM,21,existing credits paid back duly till now,furniture/equipment,3599,... <  100 DM,4  <= ... < 7 years,1,none,4,"car or other, not in attribute 6",26,none,rent,1,unskilled - resident,1,none,no,female,divorced/separated/married,1,3654,1,0.9993491704662172,1
345,no checking account,15,critical account/  other credits existing (not at this bank),radio/television,1459,... <  100 DM,1  <= ... < 4 years,4,none,2,"car or other, not in attribute 6",43,none,own,1,unskilled - resident,1,none,no,female,divorced/separated/married,1,1526,0,-0.0031278059739009434,0
347,0 <= ... < 200 DM,24,existing credits paid back duly till now,radio/television,3758,500 <= ... < 1000 DM,unemployed,1,none,4,unknown / no property,23,none,rent,1,unemployed/ unskilled  - non-resident,1,none,no,female,divorced/separated/married,0,3812,1,0.9965147741573634,1
350,no checking account,9,existing credits paid back duly till now,domestic appliances,1236,... <  100 DM,... < 1 year,1,none,4,real estate,23,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",no,female,divorced/separated/married,0,1275,0,-0.012730161858111155,0
351,0 <= ... < 200 DM,9,existing credits paid back duly till now,furniture/equipment,959,... <  100 DM,1  <= ... < 4 years,1,none,2,"car or other, not in attribute 6",29,none,own,1,skilled employee / official,1,none,yes,female,divorced/separated/married,1,1003,0,0.0020352855354234256,1
359,... < 0 DM,30,existing credits paid back duly till now,furniture/equipment,2406,... <  100 DM,4  <= ... < 7 years,4,none,4,real estate,23,none,rent,1,skilled employee / official,1,none,no,female,divorced/separated/married,0,2469,0,0.009708045523276976,1
362,>= 200 DM,12,delay in paying off in the past,car (new),2247,... <  100 DM,1  <= ... < 4 years,2,none,2,"car or other, not in attribute 6",36,stores,own,2,skilled employee / official,1,"yes, registered under the customers name",no,female,divorced/separated/married,0,2302,0,0.01204461858943584,1
367,... < 0 DM,18,existing credits paid back duly till now,furniture/equipment,3650,... <  100 DM,... < 1 year,1,none,4,"car or other, not in attribute 6",22,none,rent,1,skilled employee / official,1,none,no,female,divorced/separated/married,1,3698,1,0.987210319976531,1
369,0 <= ... < 200 DM,18,existing credits paid back duly till now,furniture/equipment,3001,... <  100 DM,4  <= ... < 7 years,2,none,4,real estate,40,none,rent,1,skilled employee / official,1,none,no,female,divorced/separated/married,1,3068,1,1.010572971131337,1
372,no checking account,10,critical account/  other credits existing (not at this bank),furniture/equipment,2146,... <  100 DM,... < 1 year,1,none,3,real estate,23,none,rent,2,skilled employee / official,1,none,no,female,divorced/separated/married,1,2187,0,0.004726052058056429,1
374,0 <= ... < 200 DM,60,all credits at this bank paid back duly,others,14782,100 <= ... <  500 DM,.. >= 7 years,3,none,4,unknown / no property,60,bank,for free,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",no,female,divorced/separated/married,1,14913,1,1.0160056170409704,1
375,... < 0 DM,48,all credits at this bank paid back duly,business,7685,... <  100 DM,4  <= ... < 7 years,2,guarantor,4,"car or other, not in attribute 6",37,none,rent,1,skilled employee / official,1,none,no,female,divorced/separated/married,0,7778,1,0.9907341471182671,1
379,no checking account,6,critical account/  other credits existing (not at this bank),car (new),362,100 <= ... <  500 DM,1  <= ... < 4 years,4,none,4,"car or other, not in attribute 6",52,none,own,2,unskilled - resident,1,none,no,female,divorced/separated/married,0,431,0,-0.006338909219218092,0
381,0 <= ... < 200 DM,18,existing credits paid back duly till now,car (used),12976,... <  100 DM,unemployed,3,none,4,unknown / no property,38,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",no,female,divorced/separated/married,0,13041,1,0.9763324134140731,1
382,no checking account,22,existing credits paid back duly till now,car (new),1283,unknown/ no savings account,4  <= ... < 7 years,4,none,4,building society savings agreement/ life insurance,25,none,rent,1,skilled employee / official,1,none,no,female,divorced/separated/married,1,1341,0,0.003646697385510267,1
385,no checking account,18,critical account/  other credits existing (not at this bank),radio/television,2238,... <  100 DM,1  <= ... < 4 years,2,none,1,"car or other, not in attribute 6",25,none,own,2,skilled employee / official,1,none,no,female,divorced/separated/married,0,2287,0,-0.0050769669695254205,0
386,no checking account,18,existing credits paid back duly till now,radio/television,1126,unknown/ no savings account,... < 1 year,4,none,2,real estate,21,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",no,female,divorced/separated/married,0,1173,0,0.0008430248272843777,1
389,no checking account,9,existing credits paid back duly till now,business,1449,... <  100 DM,4  <= ... < 7 years,3,none,2,"car or other, not in attribute 6",27,none,own,2,skilled employee / official,1,none,no,female,divorced/separated/married,1,1494,0,-0.005216439877679835,0
391,0 <= ... < 200 DM,12,existing credits paid back duly till now,furniture/equipment,983,.. >= 1000 DM,... < 1 year,1,none,4,real estate,19,none,rent,1,unskilled - resident,1,none,no,female,divorced/separated/married,0,1021,0,0.0007659998941073054,1
393,... < 0 DM,6,critical account/  other credits existing (not at this bank),radio/television,1957,... <  100 DM,4  <= ... < 7 years,1,none,4,"car or other, not in attribute 6",31,none,own,1,skilled employee / official,1,none,no,female,divorced/separated/married,0,2001,0,-0.005555651031126763,0
396,... < 0 DM,12,existing credits paid back duly till now,furniture/equipment,2578,... <  100 DM,unemployed,3,none,4,unknown / no property,55,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,none,no,female,divorced/separated/married,1,2655,0,0.1094209393877269,1
399,no checking account,24,critical account/  other credits existing (not at this bank),radio/television,1516,.. >= 1000 DM,1  <= ... < 4 years,4,none,1,real estate,43,none,own,2,unskilled - resident,1,none,no,female,divorced/separated/married,0,1591,0,-0.00440390666782442,0
410,0 <= ... < 200 DM,24,existing credits paid back duly till now,radio/television,1967,... <  100 DM,.. >= 7 years,4,none,4,"car or other, not in attribute 6",20,none,own,1,skilled employee / official,1,"yes, registered under the customers name",no,female,divorced/separated/married,0,2021,0,0.015569029293717729,1
414,... < 0 DM,24,existing credits paid back duly till now,car (new),1381,unknown/ no savings account,1  <= ... < 4 years,4,none,2,building society savings agreement/ life insurance,35,none,own,1,skilled employee / official,1,none,no,female,divorced/separated/married,1,1449,0,-0.0003075500537731424,0
417,... < 0 DM,18,delay in paying off in the past,education,8471,unknown/ no savings account,1  <= ... < 4 years,1,none,2,"car or other, not in attribute 6",23,none,rent,2,skilled employee / official,1,"yes, registered under the customers name",no,female,divorced/separated/married,0,8518,1,1.0035757892237056,1
418,no checking account,21,existing credits paid back duly till now,car (new),2782,500 <= ... < 1000 DM,4  <= ... < 7 years,1,none,2,"car or other, not in attribute 6",31,bank,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,no,female,divorced/separated/married,0,2839,1,0.9429204947419314,1
419,0 <= ... < 200 DM,18,existing credits paid back duly till now,car (new),1042,unknown/ no savings account,1  <= ... < 4 years,4,none,2,building society savings agreement/ life insurance,33,none,own,1,skilled employee / official,1,none,no,female,divorced/separated/married,1,1102,0,0.0022850410607399008,1
420,no checking account,15,existing credits paid back duly till now,car (new),3186,.. >= 1000 DM,4  <= ... < 7 years,2,none,3,"car or other, not in attribute 6",20,none,rent,1,skilled employee / official,1,none,no,female,divorced/separated/married,1,3229,1,1.0271291186043592,1
424,0 <= ... < 200 DM,12,existing credits paid back duly till now,furniture/equipment,2762,unknown/ no savings account,.. >= 7 years,1,none,2,building society savings agreement/ life insurance,25,bank,own,1,skilled employee / official,1,"yes, registered under the customers name",no,female,divorced/separated/married,0,2804,1,0.9173442107595676,1
429,... < 0 DM,18,critical account/  other credits existing (not at this bank),repairs,1190,... <  100 DM,unemployed,2,none,4,unknown / no property,55,none,for free,3,unemployed/ unskilled  - non-resident,2,none,no,female,divorced/separated/married,1,1275,0,0.0897701719366919,1
437,no checking account,24,critical account/  other credits existing (not at this bank),car (new),1287,.. >= 1000 DM,.. >= 7 years,4,none,4,real estate,37,none,own,2,skilled employee / official,1,"yes, registered under the customers name",no,female,divorced/separated/married,0,1359,0,0.00512158210349567,1
439,>= 200 DM,12,all credits at this bank paid back duly,business,609,... <  100 DM,... < 1 year,4,none,1,real estate,26,none,own,1,unemployed/ unskilled  - non-resident,1,none,no,female,divorced/separated/married,0,654,0,-0.004896193199359522,0
441,... < 0 DM,12,existing credits paid back duly till now,furniture/equipment,1620,... <  100 DM,1  <= ... < 4 years,2,co-applicant,3,building society savings agreement/ life insurance,30,none,own,1,skilled employee / official,1,none,no,female,divorced/separated/married,1,1670,0,0.008096721289263975,1
444,0 <= ... < 200 DM,48,critical account/  other credits existing (not at this bank),furniture/equipment,5096,... <  100 DM,1  <= ... < 4 years,2,none,3,"car or other, not in attribute 6",30,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",no,female,divorced/separated/married,0,5181,1,1.0246530622965278,1
445,no checking account,9,critical account/  other credits existing (not at this bank),education,1244,unknown/ no savings account,.. >= 7 years,4,none,4,building society savings agreement/ life insurance,41,none,rent,2,unskilled - resident,1,none,no,female,divorced/separated/married,0,1305,0,-0.002509810438201754,0
446,... < 0 DM,36,existing credits paid back duly till now,car (new),1842,... <  100 DM,... < 1 year,4,none,4,"car or other, not in attribute 6",34,none,own,1,skilled employee / official,1,"yes, registered under the customers name",no,female,divorced/separated/married,1,1923,0,-0.002011522053315784,0
448,>= 200 DM,12,existing credits paid back duly till now,furniture/equipment,1424,unknown/ no savings account,.. >= 7 years,3,none,4,real estate,55,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",no,female,divorced/separated/married,0,1500,0,0.012364335981796204,1
451,no checking account,6,existing credits paid back duly till now,radio/television,518,... <  100 DM,1  <= ... < 4 years,3,none,1,real estate,29,none,own,1,skilled employee / official,1,none,no,female,divorced/separated/married,0,559,0,0.0012813102699263945,1
455,no checking account,24,existing credits paid back duly till now,car (used),2679,... <  100 DM,... < 1 year,4,none,1,unknown / no property,29,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",no,female,divorced/separated/married,0,2739,1,0.4552637265378361,1
458,... < 0 DM,6,existing credits paid back duly till now,domestic appliances,343,... <  100 DM,... < 1 year,4,none,1,real estate,27,none,own,1,skilled employee / official,1,none,no,female,divorced/separated/married,0,383,0,0.00220568398801535,1
462,0 <= ... < 200 DM,12,existing credits paid back duly till now,furniture/equipment,3017,... <  100 DM,... < 1 year,3,none,1,real estate,34,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,none,no,female,divorced/separated/married,0,3069,1,0.9758064176436804,1
466,... < 0 DM,24,delay in paying off in the past,radio/television,1659,... <  100 DM,... < 1 year,4,none,2,"car or other, not in attribute 6",29,none,rent,1,unskilled - resident,1,"yes, registered under the customers name",no,female,divorced/separated/married,0,1720,0,-0.0008837305035831466,0
468,no checking account,33,delay in paying off in the past,business,2764,... <  100 DM,1  <= ... < 4 years,2,none,2,"car or other, not in attribute 6",26,none,own,2,skilled employee / official,1,"yes, registered under the customers name",no,female,divorced/separated/married,0,2830,1,0.9473872454306522,1
471,... < 0 DM,6,existing credits paid back duly till now,education,448,... <  100 DM,... < 1 year,4,none,4,building society savings agreement/ life insurance,23,none,own,1,skilled employee / official,1,none,no,female,divorced/separated/married,0,487,0,-0.006145913565813066,0
475,... < 0 DM,18,no credits taken/ all credits paid back duly,furniture/equipment,3114,... <  100 DM,... < 1 year,1,none,4,building society savings agreement/ life insurance,26,none,rent,1,skilled employee / official,1,none,no,female,divorced/separated/married,0,3165,1,0.9933345077890567,1
480,0 <= ... < 200 DM,12,critical account/  other credits existing (not at this bank),radio/television,3573,... <  100 DM,1  <= ... < 4 years,1,none,1,real estate,23,none,own,1,unskilled - resident,1,none,no,female,divorced/separated/married,0,3612,1,1.0004187293899065,1
482,... < 0 DM,30,existing credits paid back duly till now,furniture/equipment,3622,.. >= 1000 DM,.. >= 7 years,4,none,4,building society savings agreement/ life insurance,57,none,rent,2,skilled employee / official,1,"yes, registered under the customers name",no,female,divorced/separated/married,0,3720,1,0.9697108193172745,1
483,no checking account,15,delay in paying off in the past,furniture/equipment,960,.. >= 1000 DM,4  <= ... < 7 years,3,none,2,building society savings agreement/ life insurance,30,none,own,2,skilled employee / official,1,none,no,female,divorced/separated/married,0,1013,0,0.005470464790826246,1
487,no checking account,24,existing credits paid back duly till now,car (new),3757,... <  100 DM,.. >= 7 years,4,co-applicant,4,unknown / no property,62,none,for free,1,skilled employee / official,1,"yes, registered under the customers name",no,female,divorced/separated/married,0,3853,1,0.9866583725816098,1
